,detail_id,transaction_id,item_id,quantity,payment_date,customer_id,customer_name,registration_date,email,gender,age,birth,pref
23,23,T0000000136,S003,1,2019-02-01 23:18:16,OA041099,김형주,2019-01-26 15:03,asakawa_tarou@example.com,M,69,1950-07-20,인천광역시
24,24,T0000000137,S005,1,2019-02-01 23:35:49,GD029189,김지섭,2019-01-16 4:32,masuda_meisa@example.com,F,73,1946-01-14,대전광역시
25,25,T0000000138,S001,1,2019-02-01 23:40:34,GD241254,김시훈,2019-01-06 10:02,tsuji_miyuki@example.com,F,77,1942-06-16,울산광역시
26,26,T0000000139,S001,2,2019-02-02 00:10:42,AS220894,김현태,2019-01-26 13:26,kajiwara_kadue@example.com,F,54,1965-05-03,부산광역시
27,27,T0000000140,S001,3,2019-02-02 00:17:54,IK548249,김겸,2019-01-23 2:28,oyama_tohru@example.com,M,35,1984-05-26,부산광역시
28,28,T0000000141,S005,1,2019-02-02 00:18:02,HI830026,김우솔,2019-01-30 11:18,ooshima_momoko@example.com,F,46,1972-11-30,부산광역시
29,29,T0000000142,S001,2,2019-02-02 00:18:38,IK429683,김준성,2019-01-05 3:52,nishimura_shinsuke@example.com,M,29,1989-10-07,광주광역시
30,30,T0000000143,S002,1,2019-02-02 01:25:28,GD903830,김강민,2019-01-05 12:39,anndou_sayaka@example.com,F,53,1966-02-06,인천광역시
31,31,T0000000144,S002,1,2019-02-02 01:40:33,AS265381,김하준,2019-01-01 5:51,kasai_yousuke@example.com,M,69,1949-08-09,서울특별시
32,32,T0000000145,S002,1,2019-02-02 04:14:12,IK548249,김겸,2019-01-23 2:28,oyama_tohru@example.com,M,35,1984-05-26,부산광역시
33,33,T0000000146,S003,1,2019-02-02 04:14:22,OA959837,김은준,2019-01-11 14:03,nakazawa_mika@example.com,F,54,1964-12-14,인천광역시
34,34,T0000000147,S001,1,2019-02-02 04:24:40,HI527630,김효재,2019-01-30 8:53,takase_erika@example.com,F,26,1993-03-28,광주광역시
35,35,T0000000148,S002,1,2019-02-02 05:07:31,GD843424,김진호,2019-01-10 12:49,tsujimoto_kaoru@example.com,M,43,1976-04-28,부산광역시
36,36,T0000000149,S001,2,2019-02-02 06:06:04,AS220894,김현태,2019-01-26 13:26,kajiwara_kadue@example.com,F,54,1965-05-03,부산광역시
37,37,T0000000150,S004,1,2019-02-02 06:34:29,AS015315,김지욱,2019-01-24 0:56,hisano_mitsuhiro@example.com,M,80,1938-10-05,대전광역시
38,38,T0000000151,S001,1,2019-02-02 10:04:18,OA239766,김준우,2019-01-01 8:59,tamaki_yukiya@example.com,M,22,1997-01-12,인천광역시
39,39,T0000000152,S005,1,2019-02-02 10:52:39,HD471103,김해준,2019-01-16 21:31,tamaki_kazuyo@example.com,F,36,1983-07-04,울산광역시
40,40,T0000000153,S003,1,2019-02-02 11:27:59,PL020585,김석준,2019-01-19 15:19,yamanishi_takashi@example.com,M,22,1997-06-09,서울특별시
41,41,T0000000154,S001,1,2019-02-02 11:44:56,PL983707,김민우,2019-01-03 0:53,mihashi_miri@example.com,F,28,1991-05-31,서울특별시
42,42,T0000000155,S003,1,2019-02-02 11:51:58,OA393462,김태완,2019-01-22 14:54,moriya_satoshi@example.com,M,72,1947-02-26,인천광역시
43,43,T0000000156,S005,1,2019-02-02 12:17:44,AS912483,김태우,2019-01-09 9:06,tamayama_masami@example.com,F,22,1997-04-26,인천광역시
44,44,T0000000157,S005,1,2019-02-02 12:21:51,IK921715,김찬유,2019-01-19 23:47,kurokawa_mahiru@example.com,F,47,1972-04-07,부산광역시
45,45,T0000000158,S003,1,2019-02-02 12:41:41,AS820169,김승범,2019-01-18 15:39,nishikawa_katsumi@example.com,M,67,1951-12-03,서울특별시
46,46,T0000000159,S001,1,2019-02-02 13:35:40,OA329115,김동호,2019-01-18 14:49,sawa_masatoshi@example.com,M,59,1960-06-01,광주광역시
47,47,T0000000160,S001,2,2019-02-02 15:08:58,HD263348,김준엽,2019-01-30 3:53,suzuki_nana@example.com,F,34,1984-08-20,인천광역시
48,48,T0000000161,S003,1,2019-02-02 16:56:59,IK429683,김준성,2019-01-05 3:52,nishimura_shinsuke@example.com,M,29,1989-10-07,광주광역시
49,49,T0000000162,S001,1,2019-02-02 18:23:27,PL563502,김태경,2019-01-07 14:34,imoto_yoshimasa@example.com,M,30,1989-07-15,대전광역시
50,50,T0000000163,S005,1,2019-02-02 19:36:16,OA441851,김제현,2019-01-31 5:05,ihara_saki@example.com,F,52,1967-06-25,대전광역시
51,51,T0000000164,S001,3,2019-02-02 20:20:39,AS820169,김승범,2019-01-18 15:39,nishikawa_katsumi@example.com,M,67,1951-12-03,서울특별시
52,52,T0000000165,S003,1,2019-02-02 20:42:12,GD573644,김동연,2019-01-16 13:26,shinozaki_shigeki@example.com,M,67,1952-07-30,인천광역시
53,53,T0000000166,S002,1,2019-02-02 21:01:44,PL309891,김종혁,2019-01-21 20:42,haga_maho@example.com,F,74,1944-11-22,서울특별시
54,54,T0000000167,S004,1,2019-02-02 21:20:27,HD194702,김시언,2019-01-17 9:19,kimoto_asaka@example.com,F,72,1947-01-24,대전광역시
55,55,T0000000168,S005,1,2019-02-02 21:42:23,IK025456,김용우,2019-01-26 17:41,morishita_yousuke@example.com,M,31,1987-11-20,서울특별시
56,56,T0000000169,S004,1,2019-02-02 23:19:43,IK077913,김민규,2019-01-03 0:13,toyoshima_norihito@example.com,M,29,1990-06-05,대전광역시
57,57,T0000000170,S001,3,2019-02-03 00:46:24,TS918434,김도진,2019-01-12 11:30,arata_kazuyo@example.com,F,43,1976-07-13,대구광역시
58,58,T0000000171,S003,1,2019-02-03 01:33:24,HD566204,김재훈,2019-01-07 4:58,hata_shihori@example.com,F,68,1950-09-09,대전광역시
59,59,T0000000172,S002,1,2019-02-03 02:09:52,HI263602,김재원,2019-01-03 0:41,hagiwara_masami@example.com,F,60,1959-05-01,울산광역시
60,60,T0000000173,S001,1,2019-02-03 03:18:38,HD995428,김강준,2019-01-21 14:15,ishigaki_shunji@example.com,M,21,1998-02-01,부산광역시
61,61,T0000000174,S005,1,2019-02-03 03:42:58,HD994980,김민재,2019-01-01 21:22,kasai_nanase@example.com,F,52,1967-08-05,울산광역시
62,62,T0000000175,S001,2,2019-02-03 06:48:55,TS117409,김용현,2019-01-25 23:35,hirata_tomofumi@example.com,M,27,1992-06-30,대전광역시
63,63,T0000000176,S004,1,2019-02-03 07:27:22,HI196175,김준형,2019-01-10 15:02,horiguchi_hikari@example.com,F,32,1987-05-23,부산광역시
64,64,T0000000177,S001,2,2019-02-03 07:46:23,PL729017,김요셉,2019-01-27 6:34,negishi_atsushi@example.com,M,37,1981-10-20,울산광역시
65,65,T0000000178,S003,1,2019-02-03 08:38:44,GD670693,김형준,2019-01-09 19:38,sakaguchi_hiroyuki@example.com,M,73,1946-07-01,광주광역시
66,66,T0000000179,S003,1,2019-02-03 09:27:00,PL381578,김건율,2019-01-16 20:08,aihara_asahi@example.com,F,65,1954-03-31,서울특별시
67,67,T0000000180,S003,1,2019-02-03 09:36:26,AS236198,김세영,2019-01-22 20:49,ooya_mamoru@example.com,M,60,1958-11-25,대구광역시
68,68,T0000000181,S001,1,2019-02-03 11:01:39,GD316957,김상우,2019-01-11 8:46,yusuke_aina@example.com,F,40,1979-04-23,부산광역시
69,69,T0000000182,S005,1,2019-02-03 11:02:39,PL407221,김유준,2019-01-02 0:42,ando_erika@example.com,F,70,1948-11-14,인천광역시
70,70,T0000000183,S001,1,2019-02-03 11:09:40,IK967528,김동주,2019-01-22 3:00,oonuki_kenji@example.com,M,24,1995-07-26,서울특별시
71,71,T0000000184,S003,1,2019-02-03 11:41:15,AS870817,김대한,2019-01-23 17:03,kinoshita_miho@example.com,F,20,1999-07-27,대전광역시
72,72,T0000000185,S004,1,2019-02-03 12:09:51,HD678019,김영웅,2019-01-27 18:00,mifune_rokurou@example.com,M,73,1945-11-29,서울특별시
73,73,T0000000186,S003,1,2019-02-03 12:15:59,PL674172,김태율,2019-01-09 7:27,manabe_riko@example.com,F,28,1991-04-16,부산광역시
74,74,T0000000187,S001,1,2019-02-03 13:44:41,GD639619,김은혁,2019-01-11 12:21,obata_chinatsu@example.com,F,23,1995-10-11,대전광역시
75,75,T0000000188,S001,2,2019-02-03 13:45:07,GD730210,김성연,2019-01-23 14:12,suga_shibori@example.com,F,56,1963-06-03,인천광역시
76,76,T0000000189,S002,1,2019-02-03 14:51:30,GD762671,김규민,2019-01-04 11:16,umino_emiko@example.com,F,37,1981-10-07,서울특별시
77,77,T0000000190,S002,1,2019-02-03 16:01:35,IK749861,김지원,2019-01-02 17:39,kodama_tooru@example.com,M,72,1947-02-15,인천광역시
78,78,T0000000191,S004,1,2019-02-03 16:23:39,IK629720,김진현,2019-01-27 23:48,watanabe_meisa@example.com,F,24,1995-06-17,울산광역시
79,79,T0000000192,S004,1,2019-02-03 16:25:37,GD821903,김재우,2019-01-09 16:11,morimoto_yuu@example.com,F,36,1982-11-18,대전광역시
80,80,T0000000193,S005,1,2019-02-03 16:36:12,OA710903,김서하,2019-01-21 20:48,mori_hanako@example.com,F,74,1944-11-17,서울특별시
81,81,T0000000194,S002,1,2019-02-03 18:03:07,HD699115,김준휘,2019-01-17 13:30,konishi_manami@example.com,F,54,1964-10-13,서울특별시
82,82,T0000000194,S005,1,2019-02-03 18:03:07,HD699115,김준휘,2019-01-17 13:30,konishi_manami@example.com,F,54,1964-10-13,서울특별시
83,83,T0000000195,S004,1,2019-02-03 18:26:42,GD620805,김민섭,2019-01-25 23:07,kasuga_mika@example.com,F,25,1994-04-16,대전광역시
84,84,T0000000196,S002,1,2019-02-03 19:13:03,GD735013,김이찬,2019-01-23 19:13,yanagiya_manami@example.com,F,74,1944-09-26,서울특별시
85,85,T0000000197,S005,1,2019-02-03 19:35:54,IK809167,김수인,2019-01-31 15:14,ashida_hiroyuki@example.com,M,26,1993-01-16,대구광역시
86,86,T0000000198,S003,1,2019-02-03 19:37:42,HD509520,김승재,2019-01-08 22:29,naka_hiroaki@example.com,M,40,1978-11-18,부산광역시
87,87,T0000000199,S003,1,2019-02-03 20:02:00,IK921715,김찬유,2019-01-19 23:47,kurokawa_mahiru@example.com,F,47,1972-04-07,부산광역시
88,88,T0000000200,S001,1,2019-02-03 20:11:37,HD995428,김강준,2019-01-21 14:15,ishigaki_shunji@example.com,M,21,1998-02-01,부산광역시
89,89,T0000000201,S001,1,2019-02-03 20:20:23,PL534171,김승준,2019-01-03 9:39,nemoto_shun1@example.com,F,50,1969-02-23,인천광역시
90,90,T0000000202,S002,1,2019-02-03 20:48:25,TS963433,김지오,2019-01-06 16:12,ariga_stmaria@example.com,M,69,1950-08-05,대전광역시
91,91,T0000000203,S005,1,2019-02-03 21:41:24,AS582607,김규원,2019-01-15 16:51,ayase_kikuo@example.com,M,25,1994-07-28,부산광역시
92,92,T0000000204,S002,2,2019-02-03 23:39:43,PL705609,김성준,2019-01-04 9:12,yamakawa_saki@example.com,F,25,1993-09-17,대전광역시
93,93,T0000000205,S003,1,2019-02-04 00:01:12,HI145167,김기태,2019-02-01 10:55,sugiyama_aya@example.com,F,38,1980-08-20,대전광역시
94,94,T0000000206,S005,1,2019-02-04 00:32:47,IK446815,김제이,2019-01-29 5:09,seo_youko@example.com,F,51,1967-10-05,인천광역시
95,95,T0000000207,S005,1,2019-02-04 00:42:48,TS558026,김민겸,2019-01-29 0:23,fukuzawa_hiromasa@example.com,M,69,1950-01-18,인천광역시
96,96,T0000000208,S003,1,2019-02-04 00:53:35,AS359364,김현도,2019-01-28 7:06,ooba_chise@example.com,F,64,1955-04-25,울산광역시
97,97,T0000000208,S001,1,2019-02-04 00:53:35,AS359364,김현도,2019-01-28 7:06,ooba_chise@example.com,F,64,1955-04-25,울산광역시
98,98,T0000000209,S002,2,2019-02-04 01:00:19,TS515806,김윤기,2019-02-02 20:43,ichikawa_kazuyuki@example.com,M,30,1989-07-12,대전광역시
99,99,T0000000210,S002,1,2019-02-04 01:37:52,OA138193,김하빈,2019-01-21 18:12,imada_kazuyuki@example.com,M,63,1955-09-14,인천광역시
100,100,T0000000211,S005,1,2019-02-04 02:22:39,HI364290,김태훈,2019-01-06 19:46,komatsu_sayaka@example.com,F,54,1964-08-13,서울특별시
101,101,T0000000212,S004,1,2019-02-04 03:23:29,HI253328,김의찬,2019-01-25 4:20,kubota_chinatsu@example.com,F,56,1963-04-20,서울특별시
102,102,T0000000213,S003,1,2019-02-04 05:42:23,HD163236,김한빛,2019-02-02 8:16,aihara_ryousuke@example.com,M,31,1987-09-29,광주광역시
103,103,T0000000214,S002,1,2019-02-04 06:21:34,PL792014,김경환,2019-01-29 15:15,kihara_katsuhisa@example.com,M,72,1947-04-13,부산광역시
104,104,T0000000215,S001,1,2019-02-04 07:56:40,PL472728,김규호,2019-02-03 16:55,kurosaki_tatsuya@example.com,M,39,1980-05-02,서울특별시
105,105,T0000000216,S001,1,2019-02-04 08:15:42,TS931749,김혁진,2019-01-31 7:35,kano_nao@example.com,F,36,1983-04-27,대전광역시
106,106,T0000000217,S003,1,2019-02-04 08:29:15,HD478215,김승주,2019-01-12 4:22,umezawa_takashi@example.com,M,79,1939-09-15,대구광역시
107,107,T0000000218,S003,1,2019-02-04 08:52:33,AS866028,김주현,2019-01-09 17:55,kitakawa_hiroki@example.com,M,51,1967-12-27,서울특별시
108,108,T0000000219,S003,1,2019-02-04 09:20:01,HD819739,김준서,2019-01-01 8:17,shiomi_haruka@example.com,F,49,1969-10-08,대전광역시
109,109,T0000000219,S002,1,2019-02-04 09:20:01,HD819739,김준서,2019-01-01 8:17,shiomi_haruka@example.com,F,49,1969-10-08,대전광역시
110,110,T0000000220,S002,1,2019-02-04 10:25:21,TS301045,김수호,2019-01-03 4:04,kiyota_haruka1@example.com,F,26,1993-01-07,인천광역시
111,111,T0000000221,S002,1,2019-02-04 10:38:51,AS345469,김시우,2019-01-01 4:48,tsuruoka_kaoru@example.com,M,74,1945-03-25,인천광역시
112,112,T0000000222,S004,1,2019-02-04 11:24:30,AS719871,김경호,2019-01-28 2:23,yanagiya_nao@example.com,F,76,1943-04-01,서울특별시
113,113,T0000000223,S003,1,2019-02-04 11:25:13,HI402688,김현욱,2019-01-15 16:35,godai_keiji@example.com,M,37,1982-03-13,서울특별시
114,114,T0000000224,S001,1,2019-02-04 12:16:42,HD768386,김진혁,2019-01-11 5:24,tashiro_masatoshi@example.com,M,51,1967-11-20,대전광역시
115,115,T0000000225,S002,1,2019-02-04 13:18:52,OA567188,김희재,2019-01-22 23:34,odajima_sadawo@example.com,M,62,1956-08-27,대구광역시
116,116,T0000000226,S001,1,2019-02-04 13:53:04,GD706415,김광현,2019-02-02 9:00,tomosaka_subaru@example.com,M,79,1940-06-24,인천광역시
117,117,T0000000227,S005,1,2019-02-04 14:50:35,HD068817,김우빈,2019-01-04 3:01,hori_atsushi@example.com,M,68,1951-05-17,인천광역시
118,118,T0000000228,S002,2,2019-02-04 15:02:46,GD876521,김민철,2019-01-30 3:42,kihara_chinatsu@example.com,F,59,1959-11-03,인천광역시
119,119,T0000000229,S005,1,2019-02-04 15:04:39,HI196175,김준형,2019-01-10 15:02,horiguchi_hikari@example.com,F,32,1987-05-23,부산광역시
120,120,T0000000230,S005,1,2019-02-04 16:05:55,TS179365,김하민,2019-01-05 4:49,akashiya_toshio@example.com,M,33,1985-11-14,인천광역시
121,121,T0000000231,S004,1,2019-02-04 16:50:28,PL980001,김재하,2019-01-08 18:54,funabashi_george@example.com,M,30,1988-10-03,부산광역시
122,122,T0000000231,S004,1,2019-02-04 16:50:28,PL980001,김재하,2019-01-08 18:54,funabashi_george@example.com,M,30,1988-10-03,부산광역시
123,123,T0000000231,S003,1,2019-02-04 16:50:28,PL980001,김재하,2019-01-08 18:54,funabashi_george@example.com,M,30,1988-10-03,부산광역시
124,124,T0000000232,S001,1,2019-02-04 17:56:50,HD163236,김한빛,2019-02-02 8:16,aihara_ryousuke@example.com,M,31,1987-09-29,광주광역시
125,125,T0000000233,S002,2,2019-02-04 19:17:04,HD661448,김지형,2019-01-30 14:25,kawata_natsumi@example.com,F,30,1988-10-27,대전광역시
126,126,T0000000234,S001,2,2019-02-04 19:42:59,HD693609,김한율,2019-01-13 20:29,ariga_tsutomu@example.com,M,20,1998-09-10,서울특별시
127,127,T0000000235,S001,1,2019-02-04 19:53:45,PL563502,김태경,2019-01-07 14:34,imoto_yoshimasa@example.com,M,30,1989-07-15,대전광역시
128,128,T0000000236,S001,3,2019-02-04 20:56:36,AS700935,김진형,2019-01-30 15:34,nishihara_mikako@example.com,F,52,1967-03-15,부산광역시
129,129,T0000000237,S003,1,2019-02-04 21:54:41,OA075024,김민후,2019-01-17 9:00,yokoo_tomoka@example.com,F,65,1954-06-18,부산광역시
130,130,T0000000238,S003,1,2019-02-04 22:04:29,TS931749,김혁진,2019-01-31 7:35,kano_nao@example.com,F,36,1983-04-27,대전광역시
131,131,T0000000239,S002,1,2019-02-04 23:18:39,GD011312,김이현,2019-01-08 17:03,takeda_chiemi@example.com,F,24,1994-10-08,울산광역시
132,132,T0000000240,S005,1,2019-02-04 23:31:38,IK688052,김영재,2019-01-18 3:42,yahagi_haruka@example.com,F,43,1976-04-28,대전광역시
133,133,T0000000241,S002,2,2019-02-05 00:00:59,GD960920,김수빈,2019-01-17 3:04,konndou_natsumi@example.com,F,50,1968-09-02,울산광역시
134,134,T0000000242,S005,1,2019-02-05 00:13:28,HI527630,김효재,2019-01-30 8:53,takase_erika@example.com,F,26,1993-03-28,광주광역시
135,135,T0000000243,S001,1,2019-02-05 01:18:52,HI013029,김지용,2019-01-10 18:16,sugita_masashi@example.com,M,57,1962-01-12,대전광역시
136,136,T0000000244,S005,1,2019-02-05 03:14:19,OA544396,김재민,2019-01-03 2:46,yamane_mitsunori@example.com,M,29,1989-10-11,광주광역시
137,137,T0000000245,S003,1,2019-02-05 03:20:55,OA075024,김민후,2019-01-17 9:00,yokoo_tomoka@example.com,F,65,1954-06-18,부산광역시
138,138,T0000000246,S004,1,2019-02-05 04:01:34,OA383490,김준현,2019-01-12 9:48,shigematsu_ikuji@example.com,M,31,1987-09-28,울산광역시
139,139,T0000000247,S002,2,2019-02-05 04:50:25,TS508850,김해솔,2019-01-21 13:38,ootani_reiko@example.com,F,37,1981-12-17,대전광역시
140,140,T0000000248,S003,1,2019-02-05 04:57:49,AS265381,김하준,2019-01-01 5:51,kasai_yousuke@example.com,M,69,1949-08-09,서울특별시
141,141,T0000000249,S005,1,2019-02-05 05:20:05,TS357226,김채훈,2019-01-24 19:56,kannzaki_kaoru@example.com,F,29,1990-05-06,인천광역시
142,142,T0000000250,S004,1,2019-02-05 06:34:55,OA575659,김태수,2019-02-04 6:39,tsushima_risa@example.com,F,68,1951-04-10,부산광역시
143,143,T0000000251,S001,1,2019-02-05 06:42:37,PL013000,김경원,2019-01-25 12:11,ishino_erika@example.com,F,29,1990-07-03,인천광역시
144,144,T0000000252,S005,1,2019-02-05 07:01:58,IK779828,김민찬,2019-01-03 6:47,honnyama_nao@example.com,F,77,1942-08-01,광주광역시
145,145,T0000000253,S001,1,2019-02-05 07:32:19,OA329115,김동호,2019-01-18 14:49,sawa_masatoshi@example.com,M,59,1960-06-01,광주광역시
146,146,T0000000254,S005,1,2019-02-05 07:41:18,PL888478,김찬영,2019-01-07 19:57,sakakibara_maho@example.com,F,25,1993-08-21,광주광역시
147,147,T0000000255,S001,1,2019-02-05 07:44:21,TS511179,김종윤,2019-01-24 13:13,shouji_suzuka@example.com,F,73,1946-07-10,광주광역시
148,148,T0000000256,S003,1,2019-02-05 08:33:11,IK429683,김준성,2019-01-05 3:52,nishimura_shinsuke@example.com,M,29,1989-10-07,광주광역시
149,149,T0000000257,S005,1,2019-02-05 08:41:53,OA861572,김관우,2019-01-23 5:27,kawaguchi_toshiya@example.com,M,63,1956-08-02,서울특별시
150,150,T0000000258,S001,1,2019-02-05 08:51:42,HD566204,김재훈,2019-01-07 4:58,hata_shihori@example.com,F,68,1950-09-09,대전광역시
151,151,T0000000259,S003,2,2019-02-05 08:55:00,GD573644,김동연,2019-01-16 13:26,shinozaki_shigeki@example.com,M,67,1952-07-30,인천광역시
152,152,T0000000260,S002,1,2019-02-05 08:58:43,OA514351,김현중,2019-01-24 9:20,yamanaka_shouko@example.com,F,53,1966-05-16,대구광역시
153,153,T0000000261,S001,1,2019-02-05 09:00:58,TS816344,김동빈,2019-02-03 5:21,tamaki_aoi@example.com,F,21,1998-03-13,인천광역시
154,154,T0000000262,S001,2,2019-02-05 09:11:43,TS707101,김도훈,2019-01-05 3:45,nasu_toshiaki@example.com,M,35,1984-01-28,서울특별시
155,155,T0000000263,S001,1,2019-02-05 09:11:52,HI067846,김하진,2019-01-05 1:57,yanagi_you@example.com,M,33,1986-03-10,부산광역시
156,156,T0000000264,S004,1,2019-02-05 10:15:43,GD246033,김상윤,2019-01-10 8:47,izumi_yuuko@example.com,F,59,1960-04-18,대구광역시
157,157,T0000000265,S001,2,2019-02-05 10:42:31,GD960920,김수빈,2019-01-17 3:04,konndou_natsumi@example.com,F,50,1968-09-02,울산광역시
158,158,T0000000265,S001,2,2019-02-05 10:42:31,GD960920,김수빈,2019-01-17 3:04,konndou_natsumi@example.com,F,50,1968-09-02,울산광역시
159,159,T0000000266,S004,1,2019-02-05 10:48:06,HI910114,김규태,2019-01-29 18:57,muraoka_nagisa@example.com,F,36,1982-08-28,인천광역시
160,160,T0000000267,S001,1,2019-02-05 11:17:29,PL431024,김현종,2019-02-03 11:36,tanimura_naoto@example.com,M,45,1974-06-05,울산광역시
161,161,T0000000268,S002,2,2019-02-05 11:18:19,PL666694,김해찬,2019-01-29 3:54,oosaka_sansei@example.com,M,51,1968-07-03,대구광역시
162,162,T0000000269,S001,1,2019-02-05 11:31:50,TS893503,김건,2019-01-05 4:36,uesugi_hitomi@example.com,F,30,1988-12-19,대전광역시
163,163,T0000000270,S005,1,2019-02-05 13:59:44,PL470875,김제민,2019-01-27 13:11,kanai_shibori@example.com,F,74,1945-07-02,서울특별시
164,164,T0000000271,S001,1,2019-02-05 14:20:18,AS259792,김서한,2019-01-30 15:41,wakita_miyuki@example.com,F,75,1944-04-02,대전광역시
165,165,T0000000272,S004,1,2019-02-05 14:52:13,PL186773,김지안,2019-01-03 11:20,tsukahara_mika@example.com,F,22,1997-07-26,광주광역시
166,166,T0000000273,S001,2,2019-02-05 15:47:15,IK511263,김우혁,2019-01-13 15:36,yonezawa_natsumi@example.com,F,80,1938-09-04,부산광역시
167,167,T0000000274,S002,1,2019-02-05 16:02:05,GD691243,김정민,2019-01-04 10:37,nakazono_shunji@example.com,M,48,1970-11-20,인천광역시
168,168,T0000000275,S001,1,2019-02-05 16:44:24,GD883278,김미르,2019-01-26 23:32,sasaki_natsuki@example.com,F,45,1973-08-14,광주광역시
169,169,T0000000276,S005,1,2019-02-05 17:22:26,OA497318,김동진,2019-01-29 1:38,umemura_tetsuji@example.com,M,76,1943-03-23,인천광역시
170,170,T0000000277,S001,1,2019-02-05 18:26:16,GD877461,김진원,2019-01-20 21:40,nozaki_yuu@example.com,F,73,1946-06-02,부산광역시
171,171,T0000000278,S001,2,2019-02-05 18:48:07,GD624477,김솔,2019-01-24 11:28,ozaki_takao@example.com,M,77,1941-10-26,울산광역시
172,172,T0000000279,S003,1,2019-02-05 20:34:22,AS210576,김라온,2019-01-08 14:54,shimura_kou@example.com,F,42,1977-01-27,서울특별시
173,173,T0000000280,S001,1,2019-02-05 20:57:52,HD467920,김주영,2019-01-06 18:38,toyohara_yuujirou@example.com,M,51,1968-01-06,대전광역시
174,174,T0000000281,S003,1,2019-02-05 21:30:36,IK397678,김서빈,2019-01-16 17:00,takao_ikuko@example.com,F,22,1996-10-25,대구광역시
175,175,T0000000282,S001,1,2019-02-05 22:11:24,AS905403,김우리,2019-02-02 14:34,kihara_kouji@example.com,M,55,1963-12-07,대구광역시
176,176,T0000000283,S003,1,2019-02-05 22:18:23,HD290947,김채현,2019-02-05 5:42,tooyama_kenji@example.com,M,32,1987-07-07,서울특별시
